Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings
Male,56,8,"$90,001 to $120,000",90-120k,professional,VIC,separated or divorced,3.8,Q2,3.266666667,3.47826087,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes
Female,45,4,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,4.266666667,Q4,4.4,3.133333333,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes
Male,63,8,"$120,001 to $150,000",>120k,retired,SA,married,3.5,Q2,3.6,2.65,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes
Female,55,1,"Less than $30,000",<30k,sales,QLD,widowed,3.933333333,Q3,4.466666667,3.769230769,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no
Male,24,6,"$90,001 to $120,000",90-120k,tradesperson,Tas,living with a partner,3.566666667,Q2,3.266666667,2.4,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes
Male,31,3,"$60,001 to $90,000",60-90k,transport worker,QLD,living with a partner,5,Q4,3.266666667,3.833333333,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no
Male,47,6,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,3.866666667,Q3,3.933333333,3.555555556,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Female,63,8,"$30,001 to $60,000",30-60k,professional,QLD,separated or divorced,4.3,Q4,4.333333333,3.347826087,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes
Female,38,3,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,2.5,Q1,3.866666667,2.5,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes
Female,34,7,"$30,001 to $60,000",30-60k,professional,NSW,married,4.066666667,Q3,3.733333333,3.107142857,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
Male,57,8,"$120,001 to $150,000",>120k,manager or administrator,VIC,married,4.666666667,Q4,4.866666667,4.615384615,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no
Female,27,7,"$90,001 to $120,000",90-120k,manager or administrator,QLD,single,4.1,Q3,3.733333333,3,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes
Male,39,2,"Less than $30,000",<30k,labourer,Tas,married,4.633333333,Q4,4.066666667,4.133333333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,61,3,"$30,001 to $60,000",30-60k,manager or administrator,NSW,living with a partner,3.933333333,Q3,3.933333333,2.95,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes
Male,28,7,"$90,001 to $120,000",90-120k,professional,QLD,living with a partner,4.133333333,Q3,3.6,3.033333333,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Female,49,8,"$120,001 to $150,000",>120k,professional,NSW,married,3.766666667,Q2,3.8,2.620689655,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no
Female,52,3,"$150,001 to $180,000",>120k,professional,NSW,married,3.533333333,Q2,4.4,2.827586207,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes
Male,41,8,"$60,001 to $90,000",60-90k,professional,QLD,married,4.266666667,Q4,3,1.866666667,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Female,38,6,"$30,001 to $60,000",30-60k,home-duties,NSW,married,1.666666667,Q1,2.266666667,1.6,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Male,40,8,"$150,001 to $180,000",>120k,professional,ACT,separated or divorced,3.266666667,Q1,3.6,1.944444444,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes
Female,62,1,"$60,001 to $90,000",60-90k,labourer,NSW,married,4.4,Q4,3.6,3.148148148,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes
Female,24,7,"$60,001 to $90,000",60-90k,NA,VIC,single,3.9,Q3,3.066666667,3.2,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Male,28,7,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,1.533333333,Q1,2.266666667,1.392857143,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Female,36,7,"$180,001 to $210,000",>120k,professional,NSW,married,3.6,Q2,4.066666667,4.222222222,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,36,3,"$60,001 to $90,000",60-90k,home-duties,WA,married,3.3,Q1,4,2.727272727,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes
Male,30,7,"$120,001 to $150,000",>120k,labourer,VIC,married,3.966666667,Q3,3.933333333,2.217391304,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,yes
Male,56,3,"$120,001 to $150,000",>120k,professional,WA,married,3.6,Q2,3.933333333,3.714285714,yes,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes
Female,61,4,"$90,001 to $120,000",90-120k,professional,NSW,living with a partner,4,Q3,3.6,3.333333333,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes
Female,47,4,"$30,001 to $60,000",30-60k,Clerical or service worker,SA,married,3.9,Q3,2.8,3.3125,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no
Female,56,3,"$180,001 to $210,000",>120k,small business owner,QLD,married,4.166666667,Q3,4.4,3.620689655,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Female,29,7,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,living with a partner,2.133333333,Q1,3.4,2.333333333,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
Male,18,1,"Less than $30,000",<30k,unemployed,VIC,single,3.166666667,Q1,4.333333333,3.933333333,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,32,7,"Less than $30,000",<30k,professional,SA,single,4.6,Q4,4.666666667,4.233333333,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Female,35,3,NA,NA,home-duties,NSW,married,3.366666667,Q1,4,2.035714286,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
Female,24,2,"$90,001 to $120,000",90-120k,Clerical or service worker,VIC,single,4.2,Q3,3.266666667,3.19047619,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes
Male,30,7,"$60,001 to $90,000",60-90k,professional,VIC,married,3.733333333,Q2,2.933333333,2.892857143,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes
Female,63,4,NA,NA,NA,VIC,separated or divorced,3.066666667,Q1,3.933333333,2.266666667,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,26,4,"Less than $30,000",<30k,home-duties,Tas,NA,4.2,Q3,4.533333333,3.666666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,62,7,"$90,001 to $120,000",90-120k,Clerical or service worker,NSW,married,3.966666667,Q3,4.6,3.647058824,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes
Male,69,3,"$30,001 to $60,000",30-60k,manager or administrator,NSW,married,3.733333333,Q2,4.333333333,2.6,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no
Male,40,3,"$60,001 to $90,000",60-90k,professional,WA,living with a partner,4.166666667,Q3,3.8,2.9,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,55,NA,"$30,001 to $60,000",30-60k,retired,WA,separated or divorced,3.866666667,Q3,3.133333333,3.566666667,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no
Male,60,1,"$60,001 to $90,000",60-90k,small business owner,SA,married,4.4,Q4,3.666666667,3.033333333,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes
Male,65,3,"$120,001 to $150,000",>120k,professional,NSW,living with a partner,3.566666667,Q2,3.933333333,2.566666667,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Male,51,3,"$30,001 to $60,000",30-60k,manager or administrator,VIC,separated or divorced,2.366666667,Q1,3.4,2.565217391,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes
Male,58,4,"$60,001 to $90,000",60-90k,small business owner,WA,living with a partner,4.4,Q4,3.866666667,3.5,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,no
Male,41,8,"$60,001 to $90,000",60-90k,professional,QLD,married,3.866666667,Q3,3.4,2.555555556,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
Female,42,3,NA,NA,professional,VIC,living with a partner,4,Q3,3.133333333,4.7,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Female,32,6,"$120,001 to $150,000",>120k,manager or administrator,WA,living with a partner,2.333333333,Q1,3.6,2.727272727,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes
